id,name,links,ingredients,recipe
105,Pasta Cauliflower ,https://youtu.be/pCc67SErS4k,"1 small head of cauliflower, cut into 1 inch pieces,2 cups dried pasta,cooked and drained,1 cup panko breadcrumbs,4 cloves garlic, minced,1 cup grated parmesan cheese,2 oz cream cheese,1 cup pasta water,1 tablespoon butter,Zest from whole lemon,Juice from whole lemon","1)Cook preferred pasta according to the package's direction, drain and save some of the pasta water. 
2) Set aside. In a large pan, add olive oil and let it get hot. 
3)Add 1 clove garlic garlic and panko bread crumb. 
4)Toast it all until lightly browned. 
5)Remove and set aside.
6) In the same pan, drizzle more olive oil and add the cauliflower with a bit of salt.
7) Pan roast it for about 8 minutes until its softened slightly and golden brown.
8) Next, add the rest of the garlic, butter, and saute until fragrant. 
9)Add cream cheese, pasta water, lemon zest, lemon juice to create the sauce. 
10)Stir in the cooked pasta and coat it in the sauce.
11) To serve, add the pasta and cauliflower, top with the garlic bread crumbs, parsley, and a hint of chili flakes. Enjoy!"
106,Pasta Soup,https://youtu.be/4JBEp_FDLH8,"3 tsp olive oil,1 inch ginger (finely chopped),3 clove garlic (sliced),2 tbsp coriander,2 onion (finely chopped),1 carrot (chopped),1 red capsicum (chopped),5 beans (chopped),2 tbsp sweet corn,1 tsp pepper powder,1 tsp chilli flakes,1 tsp mixed herbs,1 tsp salt,4 cup water,1 cup pasta (bowtie),10 cherry tomato,2 tbsp spring onion (chopped)","1)Firstly, in a large wok heat 3 tsp olive oil. saute 1 inch ginger, 3 clove garlic and 2 tbsp coriander.
2)Now add 1  onion and saute slightly.further, add 1  carrot, 1  red capsicum, 5 beans and 2 tbsp sweet corn.
3)Stir fry on high flame keeping the vegetables crunchy.now add 1  tsp pepper powder, 1  tsp chilli flakes, 1  tsp mixed herbs and 1  tsp salt.
4)Stir fry for a minute until the spices turn aromatic.
5)Pour 4 cup water and get the water to a rolling boil.
6)Add in 1 cup pasta, 10 cherry tomato. i have used bowtie pasta, you can use the shape of your choice.
7)Boil for 10 minutes or until the pasta is cooked yet al dente.
8)Finally, add 2 tbsp spring onion enjoy pasta soup piping hot."
107,Pasta Masala ,https://youtu.be/tt_G7uJo5Kg,"1 cup penne pasta (or any pasta),water to boil,1 tsp salt,Other ingredients:1 tsp oil,1 tsp butter,2 clove garlic (finely chopped),1 inch ginger (finely chopped),2 onion (finely chopped),1 cup tomato pulp,1 tsp turmeric / haldi,1 tsp kashmiri red chilli powder,2 tbsp tomato sauce,1 tsp garam masala,1 tsp salt,2 tbsp corn,2capsicum(finely chopped),2 carrot (finely chopped),2 tbsp peas / matar7 florets broccoli,3 tbsp water,1 tsp mixed herbs (basil, marjoram, oregano, rosemary, sage, thyme)","1)Firstly, saute 1 inch ginger and 2 clove garlic in 1 tsp oil and 1 tsp butter.
2)Further saute 1  onion till they turn soft.
3)Additionally add 1 cup tomato pulp and saute well.
4)Keep stirring till the tomato pulp thickens.now add 1  tsp turmeric, 1  tsp chilli powder, 1  tsp garam masala and 1  tsp salt.
5)Saute till the spices gets cooked completely.
6)Now add 2 tbsp corn, 1  capsicum, 1  carrot, 2 tbsp peas and 7 florets broccoli. 
7)Saute for a minute.add in 3 tbsp water and mix well.
8)Cover and simmer for 5 minutes.now add in 2 tbsp tomato sauce and 1  tsp mixed herbs. mix well.
9)Add in cooked pasta and mix gently till the sauce gets coated well.
10)Finally, serve masala pasta indian style hot topped with cheese if required"
108,Pasta ,,,
109,Club Sandwich,https://youtu.be/qYZgSLIL4Cs,"2 tsp oil,2 onion (finely chopped),1 carrot (finely chopped),2 capsicum (finely chopped),3 tbsp sweet corn? cup paneer / cottage cheese (grated),1 tsp pepper powder,1 tsp salt,1 tsp mixed herbs,2 tbsp tomato sauce,for sandwich3 slices bread (white or brown),butter (for toasting),2 tsp green chutney,1 aloo / potato (boiled),1 tomato (slice),1 onion (slice),pepper powder (for sprinkling),salt (for sprinkling),mixed herbs (for sprinkling),1 slice cheese,1 tsp tomato sauce","1)Firstly, in a pan heat 2 tsp oil and add 1  onion, 1 carrot, 1  capsicum and 3 tbsp sweet corn.
2)Saute for 2 minutes without overcooking vegetables.
3)Now add ? cup paneer, 1  tsp pepper powder, 1  tsp salt and 1  tsp mixed herbs.
4)Mix well making sure everything is well combined.
5)Further, add 2 tbsp tomato sauce and mix well.paneer mixture is ready, keep aside.
6)Spread butter to bread and toast to a golden brown.toast the bread on both sides.
7)On one slice of bread, spread 1 tsp green chutney.
8)Spread 2 tbsp of prepared paneer mixture.
9)Place another slice of bread and spread 1 tsp green chutney.
10)Top with boiled potato slices, tomato slices and onion slices.
11)Further sprinkle pepper powder, salt, and mixed herbs.
12)Place a slice of cheese and spread 1 tsp tomato sauce.
13)Cover with toasted bread and press gently.
14)Prick with a toothpick making sure all the layers are intact.
15)Cut into 4 pieces or shape of your choice.
16)Finally, enjoy club sandwich with chips."
110,Chocolate Sandwich,https://youtu.be/LoLBs6ZrzhA,"150 grams chocolate,2 slice bread (white or brown),2 tsp cashew / kaju (chopped),2 tsp pistachios (chopped),2 tsp almonds / badam (chopped),2 tsp raisins / kishmish,1 slice mozzarella cheese,1 tsp butter","1)Firstly, chop chocolate into small pieces.
2)You can alternatively use chocolate sauce.
3)Spread 3 tbsp of chocolate pieces over bread slice.
4)Top with 1 tsp cashew, 1 tsp pistachios, 1 tsp almonds and 1 tsp raisins.
5)Place a cheese slice over it.again top with 1 tsp cashew, 1 tsp pistachios, 1 tsp almonds and 1 tsp raisins.
6)Further, cover with a bread slice and press gently.
7)Spread butter over bread and grill golden.
8)Finally, cut half and enjoy chocolate sandwich recipe."
111,Cheese Sandwich,https://youtu.be/kU3erlQWYvM,"1 carrot (grated),2 tbsp cabbage (shredded),2 tbsp capsicum (finely chopped),2 tomato (finely chopped),2 onion (finely chopped),1 tsp pepper powder,1 tsp salt,1 cup eggless mayonnaise,3 slice bread (white or brown),1 tsp butter,3 tsp green chutney,2 tsp tomato sauce,1 cup cheddar cheese (grated)","1)Firstly, in a bowl take 1  carrot, 2 tbsp cabbage, 2 tbsp capsicum, 1  tomato and 1  onion.
2)Also, add 1  tsp pepper powder and 1  tsp salt.further, add 1  cup eggless mayonnaise and mix well.
3)Now take 2 slice bread and spread butter.also spread 1 tsp green chutney on both sides of bread.
4)Now top with prepared mayonnaise stuffing and add tomato sauce.
5)Prepare a double layer sandwich by placing the layer one above the other.
6)Cover with a slice of bread. make sure to spread butter and green chutney on the bread slice.
7)Grill to golden brown or toast on tawa applying butter on both sides.
8)Cut the sandwich to half and top with grated cheese.
9)Finally, enjoy mayonnaise cheese sandwich along with tea."
112,Veg Sandwich,https://youtu.be/kDIxB537_2w,"3 carrot (grated),3 tbsp cabbage (shredded),3 capsicum (finely chopped),2 onion (finely chopped),3 tbsp sweet corn,2 tbsp coriander (finely chopped),1 cup cream / malai,1 tsp pepper powder,1 tsp chilli flakes,1 tsp mixed herbs,8 slice bread (white or brown)","1)Firstly, in a large bowl take 1  carrot, 3 tbsp cabbage, 1  capsicum, 1  onion, 3 tbsp sweet corn and 2 tbsp coriander.
2)Add 1  cup cream, 1  tsp pepper powder, 1  tsp chilli flakes and 1  tsp mixed herbs.
3)Mix well making sure everything is well combined.
4)Now take a bread slice and spread 2 tbsp of prepared vegetable malai mixture.
5)Cover with another bread slice and press gently.
6)Trim off the sides. you can keep the sides if you prefer.
7)Finally, enjoy malai sandwich with tomato sauce."
113,Spinach Corn Sandwich,https://youtu.be/chmHISsKA_g,"1 tsp butter,2 tbsp onion (finely chopped),1 cup palak / spinach (finely chopped),1 cup corn,1 tsp mixed herbs,1 tsp chilli flakes,1 tsp pepper (crushed),1 tsp salt,4 slice bread (white / brown),4 tsp green chutney,butter for toasting","1)Firstly, in a large tawa heat 1 tsp butter and saute 2 tbsp onion.
2)Also, add 1 cup palak and saute for 2 minutes or until palak shrinks.
3)Now add 1  cup corn and saute until corn is cooked well.
4)Further add 1  tsp mixed herbs, 1  tsp chilli flakes, 1  tsp pepper and 1  tsp salt.
5)Saute and mix well. 
6)The mixture is ready, keep aside.
7)Now take 2 slices of bread and spread 1 tsp green chutney on each slice of bread.
8)Spread 2 tbsp of prepared palak corn mixture over bread slice.
9)Further place a slice of cheese.cover with another slice of bread and press gently.
10)Roast the sandwich with butter on both sides.
11)Finally, cut the bread in half and serve spinach corn sandwich. "
114,Sandwich,,,
115,Chocolate Cake,https://youtu.be/IYotRspAkxw,"1 cup (260 gm) sugar,1 cup oil,1 cup buttermilk,1 tsp vanilla extract,2 cup (300 gm) maida / plain flour,1 cup (60 gm) cocoa powder,1 tsp baking powder,1 tsp baking soda,1 tsp salt,1 tsp coffee powder,1 cup water,For frosting:2 cup heavy cream / whipping cream,1 cup icing sugar,1 cup cocoa powder,1 tsp vanilla extract","1)Firstly, in a large bowl take 11  cup sugar, 1 cup oil, 1  cup buttermilk and 1 tsp vanilla extract.
2)Whisk and mix well until sugar melts completely.place a sieve and add 2 cup maida, 1  cup cocoa powder, 1 tsp baking powder, 1  tsp baking soda, 1  tsp salt and 1 tsp coffee powder.
3)Sieve the flour making sure there are no lumps.
4)Now using cut and fold method, mix the batter.
5)Add 1  cup water or as required and prepare a smooth consistency batter.
6)To prepare the cake in a pressure cooker add in 2 cup of salt and close the lid of cooker without keeping the gasket and whistle. 
7)Heat for 5 to 10 minutes. as a result, gives a preheat oven atmosphere.now transfer the cake batter to a cake mould (dia: 7 inch, height: 4 inch). 
8)Make sure to line a butter paper at the bottom to prevent from sticking.and also tap twice to level up uniformly and remove any air bubbles if present.
9)Place the cake pan into preheated cooker.cover and cook on a medium flame for 45 minutes. 
10)You can alternatively, preheat and bake at 180- degree  celsius for 45 minutes.
11)Insert a toothpick and check if the cake has baked completely.
12)Cool the cake and then unmould the chocolate cake.
Chocolate frosting:
1)Firstly, in a large bowl take 2 cup heavy cream. 
2)You can use whipping cream or any cream with 35% milkfat.
3)Now add 1 cup icing sugar, 1  cup cocoa powder and 1 tsp vanilla extract.
4)Beat on low speed until stiff peaks appear.
5)Chocolate frosting is ready. 
6)Keep it refrigerated until you use."
116,Chocolate Cookie,https://youtu.be/LSAPdJeznUA,"For cookie dough:100 grams butter (room temperature),1 cup (100 gm) powdered sugar,1 tsp vanilla extract,1 (200 gm) maida","1)Firstly, in a large bowl take 100 grams butter, 1 cup powdered sugar and 1 tsp vanilla extract.beat on low speed until everything is well combined.
2)Continue to beat sugar and mixture until it turns whitish and silky smooth.
3)Place a sieve and add 11  maida, 1  cup cocoa powder, 1  tsp baking powder and pinch salt.
4)Sieve the flour making sure there are no lumps.now with the help of spatula mix the flour gently.
5)Crumble and mix until the flour is well combined with butter mixture.
6)Add 2 tbsp milk or as required if the mixture is dry.
7)Bring together and form a dough without kneading. 
8)Form a soft dough making sure not to knead.to prepare cookie in a pressure cooker add in 11  cup of salt and place a small cup or cooker rack. 
9)Also, place a plate above it.close the lid of cooker without keeping the gasket and whistle. 
10)Heat for 5 to 10 minutes. as a result, gives a preheat oven atmosphere.
11)Now pinch a ball sized dough and flatten slightly.
12)Place the cookie dough over the plate giving good space in between.
13)Now cover and cook on medium flame for 17 minutes. 
14)You can alternatively, preheat and bake at 180- degree  celsius for 15 minutes.
15)The cookie will be soft initially. cool completely and the chocolate cookie turns crisp and crunchy.
16)Finally, store the chocolate cookies in an airtight container and enjoy for a week."
117,Chocolate Doughnut,https://youtu.be/THlmlloXwpE,"4 Cups All-purpose Flour,2 Eggs,1 Cup Milk,2 Tsp Yeast,1/4 Tsp Salt,1/2 Tsp Vanilla Extract,1/3 Cup Sugar,1/4 Cup (50g) Unsalted Butter,Vegetable Oil,Dark Chocolate (3 oz),Shredded Coconut, Walnuts, Chocolate","1)Heat the milk to 105 to 115 degree F (40 degree to 46 degree C).
2)Heat the unsalted butter until it's melted.
DIRECTIONS:
1)Whisk eggs until fluffy in a large bowl.
2)Add milk, yeast, Salt, vanilla extract and sugar, continue whisking.
3)Pour the melted butter into the bowl, stir until well mixed.
4)Add the flour gradually while stirring.
5)Knead the batter for 10 minutes or more on a floured surface.
6)Put the batter back into the bowl, cover the bowl with a plastic back or a lid.
7)Let the batter rise for about an hour or until it doubles in size.
8)Roll out the batter with a rolling pin until an inch thick.
9)Cut the dough with a round cookie cutter and use a smaller cookie cutter and cut out the center.
10)Place the donuts onto a baking pan and allow to rest for 20 more minutes.
11)Deep fry the donuts in vegetable.
12)Remove the donuts using a strainer spoon and place them on a napkin to rid of excessive oil.
13)While donuts are cooling down, melt a 3 oz (85g) chocolate bar in a microwave.
14)Dip the donuts (top) into the melted chocolate and place it on a topping of your choice (chocolate, walnuts or coconut)."
118,Chocolate Biscuit,https://youtu.be/Brdj15kf0zM,"2 Cups All-Purpose Flour,2 Eggs,8 oz (227g) Unsalted Butter,2 Cups Pastry Cream,1/2 Cup Sugar,3/4 Tsp Baking Powder,1/2 Tsp Baking Soda,1 Tsp Dark Cocoa Powder,1/4 Tsp Vanilla Extract","Preparations:
1)Prepare the pastry cream.
Directions:
1)Melt the butter and pour into a large bowl.
2)Stir in the sugar.
3)Add in eggs and whisk until fluffy.
4)Stir in vanilla extract.
5)In a separate bowl, combine flour, baking powder, and baking soda.
6)Gradually stir in the flour to the butter mixture while whisking.
7)Continue folding the batter until well mixed.
8)Cover a cookie pan with parchment paper.
9)Spread the batter over the cookie pan evenly.
10)Preheat oven to 300 degree F (149¦ C), Bake the biscuit for 10 minutes.
11)Remove from oven and set aside to cool down.
12)Combine pastry cream with cocoa powder.
13)Cut the edges of the biscuit.
14)Cut the biscuit in half.
15)Spread 1/3 of the cream over one half of the biscuit evenly.
16)Place the other half over the cream and cover the whole pastry with the remaining of the cream.
17)Scatter the biscuit edges that you had cut earlier over the whole biscuit to cover all over. "
119,Chocolate,,,
120,Pumpkin Soup,https://youtu.be/OEi14FZxalU,"2 tbsp olive oil,1 onion (thinly sliced),2 clove garlic,2 cup 400gm pumpkin, sliced,1 tsp salt,1 tsp pepper (crushed),2 cup water,cream to garnish","1)Firstly, in a large kadai heat 2 tbsp olive oil. 
2)Alternatively use any neutral flavoured oil or butter.
3)Further saute 1 thinly sliced onions till it shrinks.
4)Also saute 2 clove garlic.
5)Now add 2 cup (400gm) sliced pumpkin. 
6)Use any pumpkin of your choice.also add 1  tsp salt and 1  tsp pepper.
7)Saute for a minute or 2 till it changes colour slightly.
8)Furthermore add 2 cup water and mix well.cover and boil for 15 minutes on medium flame.
9)Cook the pumpkin well and allow to cool lightly.transfer to the blender and blend to smooth paste.
10)Pour the prepared pumpkin soup into bowl and garnish with a tbsp of cream. 
11)Alternatively use greek yogurt if you are diet conscious.
12)Finally, serve pumpkin soup sprinkled with black pepper or store in refrigerator for a week and enjoy when required."
121,Mushroom Soup,https://youtu.be/wb1A8BjZtqg,"2 tsp olive oil / any cooking oil,1 tbsp unsalted butter,2 tbsp onion (finely chopped),2 cloves garlic / lasun (finely chopped),10 mushrooms (thinly sliced),1 tsp maida/ plain flour / refined flour / all-purpose flour,3 cups veg stock / water,1 tsp pepper (crushed),few thyme herbs (optional),salt to taste,1 cup cream / malai (fresh)","1)Firstly, in a large kadai heat oil and butter.
2)Further add onions and garlic.saute for a minute or till they just sweat.
3)Further add sliced mushrooms. 
4)Add variety of mushrooms if you prefer.
5)Also saute for a minute and simmer for 5 minutes.
6)Saute and cook the mushrooms till they shrink in size slightly.
7)Additionally add maida and saute for a minute or till the raw smell disappears. 
8)Maida helps to thicken soup.furthermore add water or veg stock.
9)Also add crushed pepper, thyme and salt to taste.
10)Mix well and boil for 5 minutes.further transfer 1 cup of mushroom + water into the blender. 
11)You can also puree entire mixture.cool and blend smooth. 
12)This helps to give creamy consistency to soup.
13)Transfer the blended puree back to the pan.also add in cream for extra creaminess. 
14)Replace cream with milk if you are diet conscious.
15)Mix well and simmer for a minute. do not boil, as cream might curdle.
16)Stir well making sure the soup has turned to creamy consistency.
17)Finally, serve cream of mushroom soup piping hot topped with extra cream and pepper."
122,Broccoli Soup,https://youtu.be/hNv0MmVrWig,"8 oz (227g) Broccoli,3.5 oz (100g) Swiss Processed Cheese (5 Slices),1/2 Cup Half & Half Milk,1 Russet Potato,1 Onion,1 Garlic Clove,2 Tbsp Unsalted Butter,Salt, Black Pepper Powder","PREPARATIONS:
1)Dice the onion.
2)Slice the Broccoli.
3)Dice the Potato.
DIRECTIONS:
1)Fry the onions with unsalted butter until golden.
2)Mash in a garlic clove.
3)Stir in broccoli. Over medium heat, fry the broccolis for 5 minutes.
4)Stir in diced potatoes.
5)Pour in enough water to cover the ingredients.
6)Cover the pot. Over medium-low heat, boil for 25 minutes.
7)Add as much as salt and pepper as you'd prefer.
8)Stir in swiss cheese. Keep stirring until the cheese is completely melted in the soup.
9)Add half and half milk. Stir well.
10)Over medium-low heat, simmer the soup for 20 minutes or until the soup thickens."
123,Cabbage Soup,https://youtu.be/GD0adU9YjWw,"2 tbsp olive oil,1 inch ginger (finely chopped),2 clove garlic (finely chopped),4 tbsp spring onion (chopped),2 cup cabbage (roughly chopped),1 carrot (shredded),2 capsicum (sliced),4 cup water,1 tsp salt,1 tbsp vinegar,1 tsp pepper powder,2 tbsp mint (chopped),2 tbsp coriander (chopped),for slurry:1 tbsp cornflour,1 cup water","1)Firstly, in a kadai heat 2 tbsp olive oil and saute 1 inch ginger, 2 clove garlic and 2 tbsp spring onion.add 2 cup cabbage, 1 carrot and 1  capsicum.
2)Stir fry for 2 minutes on high flame until it shrinks slightly.
3)Further, add 4 cup water, 1 tsp salt and mix well.
4)Stir and boil for 2 minutes.Further, in a small bowl take 1 tbsp cornflour and 1  cup water.
5)Mix well making sure there are no lumps.
6)Pour the cornflour slurry and boil for 2 minutes or until soup thickens.
7)Now add 1 tbsp vinegar and 1  tsp pepper powder. 
8)Mix well.also, add 2 tbsp spring onion, 2 tbsp mint and 2 tbsp coriander.
9)Finally, enjoy cabbage soup recipe garnished with more spring onion."
124,Soup,,,
125,Cauliflower Salad,https://youtu.be/svM-YC22Q2U,"1 Small Cauliflower (22 oz - 623 g),1 Garlic Clove,Salt, Black Pepper Powder, Dried Mint,2 Fresh Limes,2 Tbsp Olive Oil","PREPARATIONS:
1)Chop the cauliflower.
DIRECTIONS:
1)Transfer cauliflower to a container.
2)Mash a garlic clove on top.
3)Sprinkle salt and pepper as much as preferred.
4)Add dried crushed mint (approx. 1 tbsp).
5)Squeeze two to three fresh lime on top.
6)add olive oil and stir well until olive oil is thoroughly spread.
7)Cover the container with a lid or plastic wrap.
8)Keep the cauliflower in a refrigerator to marinate over night or at least 6 hours."
126,Beans Salad,https://youtu.be/xD2VTjWCzOw,"1 lb (453 g) Green Beans,1 Onion,3 Tomatoes,1/2 Bell Pepper,1 Garlic Clove4 Tbsp Olive Oil,Salt, Black Pepper Powder,1/3 Cup Water ","PREPARATIONS:
1)Slice the onion, tomatoes, bell pepper and green beans.
DIRECTIONS:
1)Pour olive oil into a frying pan.
2)Add onions and fry until translucent.
3)Add sliced tomatoes and bell pepper to the pan and continue frying for 5 more minutes.
4)Add green beans to the pan.
5)Mash a garlic clove on top.
6)Add a pinch of salt and black pepper as preferred, stir well.
7)Add 1/3 cup of water (boiled water) to the pan.
8)Cover the pan with a lid, simmer for 35 to 40 minutes.
9)Keep in refrigerator before serving."
127,Broccoli Salad,https://youtu.be/ttEE9f0dvyQ,"5 oz (142g) Broccoli,1 Red Onion,5 oz (142g) Coleslaw,1/4 Cup Sunflower Seeds,4 oz (113g) Turkey Bacon,1 Cup Onion Salad Dressing","PREPARATIONS:
1)Dice the onion.
2)Cut the broccoli in smaller size.
DIRECTIONS:
1)Preheat oven to 350 degree F (177 degree C), bake the turkey bacon for 15 minutes.
2)Remove the bacons from oven and place on a napkin to suck the excessive oil out.
3)Set the turkey bacons aside to cool down.
4)Cut/crumble the turkey bacons as preferred.
5)Combine turkey bacons, broccoli, red onions, coleslaw, and sunflower seeds in a large bowl.6.Add a cup of onion salad dressing and stir thoroughly until all the ingredients are mixed."
128,Cabbage Salad,https://youtu.be/sR9QB1bUbvM,"2 lbs (907g) Russet Potatoes,12 oz (340g) Cabbage,2 oz (57g) Cilantro,1 oz (28g) Green Onions1 oz (28g) Dill,3 Tbsp Plain Yogurt,3 Tbsp Sour Cream,3 Tbsp Mayonnaise,3 Pearl Onions,White Pepper Powder,Salt","Preparations:
1)Peel the potatoes.
2)Mince the cilantro, green onions, cabbage, dill and pearl onions.
Directions:
1)Transfer the potatoes onto a pot. Add salt and enough water to cover the potatoes.
2)Cover the pot and over medium heat boil for about 20 minutes.
3)Allow the potatoes to cool down and dice.
4)Combine all the potatoes with minced cilantro, green onions, cabbage, dill and pearl onions in a large bowl.
5)Garnish with salt and white pepper powder.
6)Add mayonnaise, sour cream, and plain yogurt and stir well."
128,Cucumber Salad,https://youtu.be/Z9aySIm5CRI,"1 Cucumber,1/4 Bunch Cilantro (0.5 oz / 14g),2 Tbsp Rice Vinegar,1 Tbsp Olive Oil,1/2 Tsp Ground Coriander Seed,Salt, Sugar, Crushed Chili Pepper","Preparations:
1)Slice the cucumber.
2)Grind the coriander seeds.
3)Mince the cilantro.
Directions:
1)Combine rice vinegar, olive oil, salt, sugar, crushed chili pepper, coriander seed.
2)Stir the sauce thoroughly until all the ingredients are well mixed.
3)Transfer the sliced cucumbers to a large bowl.
4)Stir in minced cilantro.
5)Pour the sauce on top and stir thoroughly.Serve the salad cold. "
130,Salad,,,
131,Cake Pops,https://youtu.be/RbV7jDmJasc,"Red Velvet Cake or Chocolate Cake or Sponge Cake (Approx. 1 lb / 454g),Buttercream Frosting,White Melting Chocolate (Approx. 4 oz / 113g),Dark Melting Chocolate (Approx. 4 oz / 113g),Edible Cake Glitter / Sprinkles,Lollipop Sticks","1)Crumble the cake.
2)Transfer the crumbled cake to a large bowl.
3)Gradually add buttercream frosting until the cake sticks together.
4)Make one scope sized ball shapes out of the batter.
5)Melt the chocolate in a microwave.
6)Dip the lollipop sticks in the melted chocolate and stick into the cake balls.
7)Set the cake pops aside for 10 minutes until the chocolates cool down and glue the sticks to the cake.Re-melt the chocolates before the next step.
8)Dip the cake pops in the melted chocolate and before the chocolate cools down, sprinkle the surface with edible cake glitter or sprinkles of your choice.
9)Before serving, allow the cake pops to cool down thoroughly. (Refrigerate if needed)."
132,Sponge Cake,https://youtu.be/0oKv-2E-nQo,"1/2 Cup All Purpose Flour,2 Eggs,1/2 Cup Sugar,1 Tsp Lemon Juice,1/4 Tsp Cream Of Tartar,1 Tsp Vegetable Oil ","PREPARATIONS:
1)Separate the egg yolks and whites.
DIRECTIONS:
1)Beat the egg yolks until pale and creamy.
2)While whisking, stir in sugar, lemon juice and 2 Tbsp cold Water.
3)Whisk in flour gradually.
4)In a separate bowl, beat the egg whites until soft peak.
5)Mix in cream of tartar.
6)Add the egg white to the egg yolk mixture and stir using a spoon or spatula. (Shown in the video).
7)Grease a bakeware with vegetable oil, transfer the batter to the bakeware.
8)Preheat oven to 325 degree F (163 degree C), bake the sponge cake for an hour.
9)Cut the cake in half and fill it with any filling you would like."
133,Apple Cake,https://youtu.be/C3ziRDfeTcE,"1 Cup All-Purpose Flour,1 Egg,1 Medium Apple,5 1/2 Tbsp Unsalted Butter,1/4 Cup Sugar,1/3 Cup Brown Sugar,1/4 Tsp Vanilla Sugar,1 Tsp Baking Powder,1/2 Cup Milk,1 Tsp Ground Cinnamon,Vegetable Oil","PREPARATIONS:
1)Peel the apple, cut it in 1/8 inch slices.
2)Leave the butter in room temperature 20 minutes to soften.
DIRECTIONS:
1)In a large bowl, beat the egg until stiff.
2)Add the softened unsalted butter and continue blending until well combined.
3)Combine the flour, vanilla extract and baking powder, mix well.
4)Pour the flour mixture into the egg and butter bowl.
5)Gradually add the milk to the bowl and continue stirring until well mixed.
6)Brush/grease a 2 inch nonstick bakeware with vegetable oil.
7)Add half of the batter into the bakeware evenly.
8)Arrange the sliced apples across the batter.
9)Combine the brown sugar and cinnamon in a cup.
10)Sprinkle half of the brown sugar mixture on top the apples.
11)Add the rest of the batter on top of the brown sugar mixture to cover it completely.
12)Add the rest of the brown sugar mixture on top.
13)Preheat the oven to 375 degree F (190 degree C).
14)Bake the cake for 30 minutes or until golden."
134,Cake Roll,https://youtu.be/gWRtmu9sg7M,"1/2 Cup All Purpose Flour,3/4 Cup Heavy Whipping Cream,4 Eggs,1/2 Cup (Approx. 3.5 oz / 100g) Sugar,1/2 Cup Powdered Sugar,2 oz (57g) Almonds,1/4 Cup Caramel,1/3 Tsp Baking Powder,1/4 Tsp Vanilla Extract,1/2 Tsp Vanilla Extract","PREPARATIONS:
1)Slice the almonds.
2)Separate egg yolks and whites.
DIRECTIONS:
1)Whisk egg yolks until stiff.
2)Add 1/4 cup of sugar and continue whisking.
3)Pour 1/4 tsp of vanilla extract and a tablespoon boiling water in and stir well.
4)Combine flour and baking powder and add to the eggs gradually (add more flour if needed).
5)In a separate bowl, Whisk egg whites until fluffy.
6)Add 1/4 cup of sugar, and continue whisking until well mixed.
7)Add the white egg mixture to the egg yolk and continue whisking until well combined.
8)Grease a cookie pan with vegetable oil.
9)Cover with parchment paper (use enough paper to cover all the edges).
10)Transfer the batter to the cookie pan.
11)Preheat oven to 350 degree F (177 degree C), bake for about 15 minutes.
12)Remove the cake from oven, before it's cooled off, lay another parchment paper on top, flip to separate the pan and remove.
Warning:It will be hot, use glove.
13)Roll the cake and wrap with a dish cloth.
14)Rest the cake for 10 or so minutes to cool down on its own and shape.
FILLING:
15)In a large bowl, combine heavy whipping cream, powdered sugar, 1/2 tsp vanilla extract, and whisk thoroughly.
16)Gently, re flatten the cake on a flat working surface.
17)Spread the filling across the cake (as much as you'd prefer).
18)Partially, cover the filling with a layer of almonds.
19)Top with caramel (approx. 4 tbsp).
20)Roll the cake back into the roulette shape gently.
21)Design with the remaining filling, almonds and some caramel.
22)Refrigerate for at least 20 minutes before serving.                       "
135,Carrot Cake ,https://youtu.be/Ki12CxvLgGs,"2/3 Cup Sugar,1/3 Cup Milk,1 Cup All Purpose Flour,4 oz (113g) Carrots,2 Eggs,1/3 Cup Unsalted Butter,1/3 Tsp Baking Soda,1/4 Tsp Vanilla Extract","PREPARATIONS:
1)Grate the carrots.
DIRECTIONS:
1)Whisk eggs until stiff. 
2)Mix in sugar and milk while whisking.
3)Stir in vanilla extract.
4)Melt unsalted butter and allow to cool down before adding to the mixture.
5)Whisk in the melted butter.
6)Stir in the grated carrots.
7)In a separate container, combine flour and baking soda.
8)Add the flour to the mixture gradually while whisking.
9)Grease a loaf pan with melted butter and transfer the batter to the pan.
10)Preheat oven to 350 degree F (177 degree C), bake the cake for an hour."
136,Cake,,,
137,Cauliflower Soup,https://youtu.be/8yn2WWCIH30,"12 oz (340g) Cauliflower,1 Carrot,2 Stalks celery,6 Red Pearl Onions,2 Cups Milk,6 oz (170g) Shredded Cheddar Cheese,14 fl oz (414ml) Chicken Broth,3 Tbsp All-purpose Flour,3 Tbsp Unsalted Butter,2 Tbsp Unsalted Butter,Salt, White pepper powder","Preparations:
1)Slice the cauliflower, carrot, celery and pearl onions.
Directions:
1)Fry the onions with butter (3 tbsp) until translucent.
2)Stir in sliced cauliflower, carrot, and celery.
3)Over medium heat, cover the pod and fry for 5 to 7 minutes.
4)Stir in chicken broth and continue simmering for 10 to 15 minutes.
Meanwhile prepare the sauce:
5)Melt the butter (2 Tbsp) in a saucepan.
6)Add the flour and continue stirring until well mixed. (About a minute).
7)Stir in salt and pepper.
8)Add milk and bring the mixture to a boil.
9)Add in the shredded cheddar cheese and continue stirring until well mixed.
10)Add the sauce to the soup and connote simmering for another 10 minutes."
